provider_id,name,phone,email,city,state,zip,website,interpreter,payment,over22,source,s_evaluation.autism_eval,s_evaluation.eval_dev_pediatricians,s_evaluation.psychiatrist,s_evaluation.psychologist,s_evaluation.spec_centers,s_therapies_interventions.aba,s_therapies_interventions.speech_language,s_therapies_interventions.occupational_therapy,s_therapies_interventions.physical_therapy,s_therapies_interventions.hippotherapy,s_therapies_interventions.social_skills_training,s_parent_family_supports.support_parent,s_parent_family_supports.support_grandparent,s_parent_family_supports.parent_education,s_campus_caregivers.respite_care,s_health_care.medicaid_waiver,lon,lat,address,a_payment.private_insurance,a_payment.assistance,a_payment.medicaid,disabilities,ages,county,fax,transit_access,hours,wheelchair_access,s_adaptations_accessibility.accomodations_modifications,s_adaptations_accessibility.adaptive_equipment,s_adaptations_accessibility.assistive_technology,s_adaptations_accessibility.augmentative_communication,s_adaptations_accessibility.service_animals,s_adult.day_services,s_adult.personal_care_assistance,s_adult.residential_facility,s_adult.supported_employment,s_adult.supported_independent_living,s_adult.job_training,s_advocacy.advocate_disability,s_advocacy.advocate_education,s_advocacy.advocate_healthcare,s_advocacy.attorney,s_advocacy.attorney_wills_trusts,s_advocacy.mediation,s_advocacy.resources_ada,s_advocacy.resources_advocate_education,s_advocacy.resources_idea,s_campus_caregivers.camp_day,s_campus_caregivers.camp_adults,s_campus_caregivers.camp_overnight,s_campus_caregivers.caregivers_adult,s_campus_caregivers.caregivers_after_school,s_campus_caregivers.caregivers_child,s_campus_caregivers.community_caregiving,s_campus_caregivers.financial_assistance,s_community_resources.community_programs,s_community_resources.disability_org,s_community_resources.family_connections,s_community_resources.housing_assistance,s_community_resources.libraries,s_community_resources.professional_associations,s_community_resources.recreation,s_community_resources.dbhdd_office,s_community_resources.religious_program,s_community_resources.research_projects,s_early_childhood.bcw_offices,s_early_childhood.child_care,s_early_childhood.high_risk_infant_assessment,s_early_childhood.preschool_private,s_early_childhood.preschool_public,s_early_childhood.preschool_specialized,s_education.education_consultants,s_education.financial_assistance,s_education.home_schooling,s_education.inclusive_services,s_education.post_secondary_ed,s_education.day_private,s_education.residential_private,s_education.charter_public,s_education.special_ed_oversight,s_education.transition_services,s_education.tutoring,s_health_care.cms,s_health_care.dev_pediatricians,s_health_care.diet_nutrition,s_health_care.gapp_providers,s_health_care.home_healthcare,s_health_care.mental_health,s_health_care.nursing_services,s_health_care.psychiatrist,s_health_care.psychologists_child,s_health_care.public_health,s_health_care.rehabilitation_centers,s_mental_health_behavior.behavior_specialist,s_mental_health_behavior.bullying,s_mental_health_behavior.child_abuse,s_mental_health_behavior.mental_health,s_mental_health_behavior.psychiatrist,s_mental_health_behavior.psychologist,s_mental_health_behavior.sexual_abuse,s_mental_health_behavior.suicide_support,s_parent_family_supports.adoption,s_parent_family_supports.case_management,s_parent_family_supports.crisis,s_parent_family_supports.family_support,s_parent_family_supports.foster_care,s_parent_family_supports.personal_care,s_parent_family_supports.play_groups,s_parent_family_supports.residential_childrens,s_parent_family_supports.social_work,s_parent_family_supports.support_group,s_parent_family_supports.support_bereavement,s_parent_family_supports.support_peer,s_parent_family_supports.support_sibling,s_planning_for_the_future.financial_planning,s_planning_for_the_future.guardianship,s_planning_for_the_future.person_centered_planning,s_planning_for_the_future.trust_will_prep,s_therapies_interventions.alternative_therapies,s_therapies_interventions.aquatic_therapy,s_therapies_interventions.art_therapy,s_therapies_interventions.counseling,s_therapies_interventions.developmental_eval_assessment,s_therapies_interventions.feeding_therapy,s_therapies_interventions.floor_therapy,s_therapies_interventions.massage_therapy,s_therapies_interventions.music_therapy,s_therapies_interventions.pet_therapy,s_therapies_interventions.play_therapy,s_therapies_interventions.sensory_integration,s_therapies_interventions.sign_language,s_therapies_interventions.special_instruction,s_therapies_interventions.vision_therapy,a_payment.peachcare,a_payment.tricare,s_gaac_clinic,s_bcw_offices
27,C.a.b.s. Autism And Behavior Specialists,-800-844-1232,info@CABSautism.com,Rome,GA,30165,www.cabsautism.com,Spanish,Call for Fee;Medicaid;Private Insurance,Yes,www.autismspeaks.org,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-85.1855384,34.2779468,"103 redmond rd, rome, ga 30165, usa",1,0,1,Autism Spectrum Disorder,22+ Years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,C.a.b.s. Autism And Behavior Specialists,-800-844-1232,info@CABSautism.com,Rome,GA,30165,www.cabsautism.com,Spanish,Call for Fee;Medicaid;Private Insurance,Yes,www.autismspeaks.org,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-85.1855384,34.2779468,"103 redmond rd, rome, ga 30165, usa",1,0,1,Autism Spectrum Disorder,22+ Years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,Cazales Autism Services,(229) 296-9907,Jencazales@yahoo.com,Valdosta,GA,31602,,English,Call for Fee;Private Insurance,No,www.autismspeaks.org,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-83.2994878,30.8464011,"701 baytree rd unit d, valdosta, ga 31602, usa",1,0,0,Autism Spectrum Disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,Center For Autism And Related Disorders,(470) 563-1029,caressagraham@centerforautism.com,Roswell,GA,30076,www.centerforautism.com/,English,Call for Fee;Medicaid;No Insurance Accepted,Yes,www.autismspeaks.org,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-84.3299641,34.0407161,"20 mansell ct e #500, roswell, ga 30076, usa",0,0,1,Autism Spectrum Disorder,22+ Years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Chancelight Autism Services,678-973-1680,jstuckey@chancelight.com,Decatur,GA,30033,autismservices.chancelight.com,English;Spanish,Call for Fee;Medicaid;Private Insurance,No,www.autismspeaks.org,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-84.3069375,33.7991632,"1549 clairmont rd # 103, decatur, ga 30033, usa",1,0,1,Autism Spectrum Disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,Chancelight Autism Services,404-480-3842,jstuckey@chancelight.com,Dunwoody,GA,30338,autismservices.chancelight.com,English,No Cost;Medicaid;Private Insurance,No,www.autismspeaks.org,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-84.3376283,33.9477275,"5488 chamblee dunwoody rd #7, dunwoody, ga 30338, usa",1,1,1,Autism Spectrum Disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Chancelight Autism Services,678-905-0840,jstuckey@chancelight.com,Marietta,GA,30062,autismservices.chancelight.com,English,Call for Fee;Medicaid;Private Insurance,No,www.autismspeaks.org,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-84.4287465,33.9867833,"1511 johnson ferry rd, marietta, ga 30062, usa",1,0,1,Autism Spectrum Disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,Chancelight Autism Services,762-222-7629,intake@chancelight.com,Martinez,GA,30907,autismservices.chancelight.com,English,Call for Fee;N/A,No,www.autismspeaks.org,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-82.0888845,33.5104381,"3830 washington rd #2, martinez, ga 30907, usa",0,0,0,Autism Spectrum Disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Chancelight Autism Services,678-973-1680,intake@chancelight.com,Stockbridge,GA,30281,autismservices.chancelight.com,English,Call for Fee;N/A,No,www.autismspeaks.org,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-84.2260065,33.5077955,"1233 eagles landing pkwy suite a/b, stockbridge, ga 30281, usa",0,0,0,Autism Spectrum Disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,Chancelight Autism Services,912-349-2479,intake@chancelight.com,Savannah,GA,31405,autismservices.chancelight.com,English,Call for Fee;N/A,No,www.autismspeaks.org,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-81.1025172,32.0102436,"613 stephenson ave #206, savannah, ga 31405, usa",0,0,0,Autism Spectrum Disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,Chancelight Autism Services,478-225-3880,intake@chancelight.com,Warner Robins,GA,31093,autismservices.chancelight.com,English,Call for Fee;N/A,No,www.autismspeaks.org,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-83.6117692,32.6276289,"820 duke ave, warner robins, ga 31093, usa",0,0,0,Autism Spectrum Disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Coastal Autism Therapy Center,912-330-7171,admin@coastalautism.com,Pooler,GA,31322,coastalautism.com/,English,Call for Fee;Medicaid;Private Insurance,Yes,www.autismspeaks.org,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,-81.2528293,32.1318987,"110 pipemakers cir #116, pooler, ga 31322, usa",1,0,1,Autism Spectrum Disorder,22+ Years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,Compass Behavioral & Developmental Consultants,800-832-9419,officev@compassaid.com,Valdosta,GA,31602,www.compassaid.com/,English,Call for Fee;Medicaid;Private Insurance,Yes,www.autismspeaks.org,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-83.29111,30.8794827,"3121 n oak street extension, valdosta, ga 31602, usa",1,0,1,Autism Spectrum Disorder,22+ Years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Cpaba Therapy,(757) 292-4774,learnwithcpaba@gmail.com,Tyrone,GA,30290,cpabatherapy.com/,English,Call for Fee;Medicaid;Private Insurance,No,www.autismspeaks.org,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-84.5817238,33.4915842,"120 millbrook village dr # 200, tyrone, ga 30290, usa",1,0,1,Autism Spectrum Disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,"Creative Pieces Behavior Associates, Llc",(770) 508-5187,sarah@creativepiecesbehaviorassociate.com,Woodstock,GA,30189,creativepiecesbehaviorassociate.com,English,Call for Fee;Medicaid;Private Insurance,No,www.autismspeaks.org,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-84.5553053,34.1123792,"2295 towne lake pkwy suite 116-158, woodstock, ga 30189, usa",1,0,1,Autism Spectrum Disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,Dogwood Autism Services,877-288-4760,admin@dogwoodautism.com,Sandy Springs,GA,30342,dogwoodautism.com,English;Spanish,N/A;Medicaid;Private Insurance;No Insurance Accepted,No,www.autismspeaks.org,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,-84.3808096,33.8955385,"5163 roswell rd, atlanta, ga 30342, usa",1,0,1,Autism Spectrum Disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,Early Autism Services,(404) 295-7941,info@earlyautismservices.com,Atlanta,GA,30340,earlyautismservices.com/,English,Call for Fee;Medicaid;Private Insurance,No,www.autismspeaks.org,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-84.3431229,33.9914857,"8601 dunwoody pl suite 126, sandy springs, ga 30350, usa",1,0,1,Autism Spectrum Disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,Early Bird's Aba,(770) 596-3828,keely@earlybirdsaba.com,Lilburn,GA,30047,www.earlybirdsaba.com,English,N/A;Medicaid;Private Insurance,No,www.autismspeaks.org,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-84.1429719,33.8901036,"lilburn, ga 30047, usa",1,0,1,Autism Spectrum Disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,Elevation Autism And Learning Center,(404)474-0040,info@elevationautism.com,Alpharetta,GA,30009,www.elevationautism.com,English,Call for Fee;Medicaid;Private Insurance,No,www.autismspeaks.org,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-84.2939132,34.0788146,"the norman house, 18 cumming st, alpharetta, ga 30009, usa",1,0,1,Autism Spectrum Disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Fit Learning Atlanta,404-254-1415,drmary@fitlearningatl.com,Atlanta,GA,30306-3300,fitlearners.com.,English,Call for Fee;N/A,No,www.autismspeaks.org,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-84.3517813,33.7927168,"1409 north highland avenue northeast ste c, atlanta, ga 30306, usa",0,0,0,Autism Spectrum Disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Florida Autism Center,(866) 610-0580,info@flautism.com,Smyrna,GA,30080,www.fusionautism.com,English;Will work with Translators as needed,No Cost;Medicaid;Private Insurance,No,www.autismspeaks.org,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,-84.519958,33.876717,"1155 concord rd se suite 220, smyrna, ga 30080, usa",1,1,1,Autism Spectrum Disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Florida Autism Center,866-610-0580,info@flautism.com,Watkinsville,GA,30677,www.fusionautism.com,English;Will work with Translators as needed,No Cost;Medicaid;Private Insurance,No,www.autismspeaks.org,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,-83.4680228,33.9165499,"1360 caduceus way building 600 - suite 101, watkinsville, ga 30677, usa",1,1,1,Autism Spectrum Disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Florida Autism Center,866-610-0580,info@flautism.com,Stockbridge,GA,30281,www.fusionautism.com,English;Will work with Translators as needed,No Cost;Medicaid;Private Insurance,No,www.autismspeaks.org,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,-84.2309951,33.5126689,"115 n park trail suite #123, stockbridge, ga 30281, usa",1,1,1,Autism Spectrum Disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Florida Autism Center,866-610-0580,info@flautism.com,Kennesaw,GA,30152,www.fusionautism.com,English;Will work with Translators as needed,No Cost;Medicaid;Private Insurance,No,www.autismspeaks.org,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,-84.5989276,33.9920547,"1619 collins rd nw #500, kennesaw, ga 30152, usa",1,1,1,Autism Spectrum Disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,Florida Autism Center,866-610-0580,info@flautism.com,Acworth,GA,30101,www.flautism.com/,English;Will work with Translators as needed,No Cost;Medicaid;Private Insurance,No,www.autismspeaks.org,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,-84.7635031,34.0496341,"3662 cedarcrest rd suite 220, acworth, ga 30101, usa",1,1,1,Autism Spectrum Disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,Florida Autism Center,866-610-0580,info@flautism.com,Decatur,GA,30030,www.flautism.com/,English;Will work with Translators as needed,No Cost;Medicaid;Private Insurance,No,www.autismspeaks.org,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,-84.2788776,33.7884073,"465 winn way #140, decatur, ga 30030, usa",1,1,1,Autism Spectrum Disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Fusion Autism Center,(866) 610-0580,info@flautism.com,Roswell,GA,30076,www.fusionautism.com/,English;Interpreter available as needed,No Cost;Medicaid;Private Insurance,No,www.autismspeaks.org,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,-84.3228543,34.0678398,"1260 upper hembree rd suite d, roswell, ga 30076, usa",1,1,1,Autism Spectrum Disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,Fusion Autism Center,(866) 610-0580,info@flautism.com,Acworth,GA,30101,www.fusionautism.com/,English;Will work with Translators as needed,No Cost;Medicaid;Private Insurance,No,www.autismspeaks.org,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,-84.7635031,34.0496341,"3662 cedarcrest rd suite 220, acworth, ga 30101, usa",1,1,1,Autism Spectrum Disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Fusion Autism Center,(866) 610-0580,info@flautism.com,Marietta,GA,30068,www.fusionautism.com/,English;Will work with Translators as needed,No Cost;Medicaid;Private Insurance,No,www.autismspeaks.org,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,-84.4121094,33.9517753,"137 johnson ferry rd suite 2170, marietta, ga 30068, usa",1,1,1,Autism Spectrum Disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,Fusion Autism Center,(866) 610-0580,info@flautism.com,Cumming,GA,30041,www.fusionautism.com/,English;Will work with Translators as needed,No Cost;Medicaid;Private Insurance,No,www.autismspeaks.org,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,-84.1305063,34.1881168,"1664 market pl blvd, cumming, ga 30041, usa",1,1,1,Autism Spectrum Disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Fusion Autism Center,(866) 610-0580,info@flautism.com,Augusta,GA,30909,www.fusionautism.com/,English;Will work with Translators as needed,No Cost;Medicaid;Private Insurance,No,www.autismspeaks.org,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,-82.0880762,33.477984,"1237 augusta w pkwy, augusta, ga 30909, usa",1,1,1,Autism Spectrum Disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,Fusion Autism Center,,info@flautism.com,Buford,GA,30518,www.fusionautism.com/,English;Will work with Translators as needed,No Cost;Medicaid;Private Insurance,No,www.autismspeaks.org,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,-83.9675799,34.1462665,"5328 lanier islands pkwy #101, buford, ga 30518, usa",1,1,1,Autism Spectrum Disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,Fusion Autism Center,(866) 610-0580,info@flautism.com,Lawrenceville,GA,30044,www.fusionautism.com/,English;Will work with Translators as needed,No Cost;Medicaid;Private Insurance,No,www.autismspeaks.org,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,-84.0133961,33.9206828,"3319 sugarloaf pkwy, lawrenceville, ga 30044, usa",1,1,1,Autism Spectrum Disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Fusion Autism Center,(866) 610-0580,info@flautism.com,Smyrna,GA,30080,www.fusionautism.com/,English;Will work with Translators as needed,No Cost;Medicaid;Private Insurance,No,www.autismspeaks.org,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,-84.519958,33.876717,"1155 concord rd se suite 220, smyrna, ga 30080, usa",1,1,1,Autism Spectrum Disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,Fusion Autism Center,(866) 610-0580,info@flautism.com,Canton,GA,30114,www.fusionautism.com/,English;Will work with Translators as needed,No Cost;Medicaid;Private Insurance,No,www.autismspeaks.org,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,-84.4844286,34.2459259,"535 riverstone pkwy #101, canton, ga 30114, usa",1,1,1,Autism Spectrum Disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,Fusion Autism Center,(866) 610-0580,info@flautism.com,Atlanta,GA,30342,www.fusionautism.com/,English;Will work with Translators as needed,No Cost;Medicaid;Private Insurance,No,www.autismspeaks.org,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,-84.3823775,33.8885729,"4920 roswell rd #1, atlanta, ga 30342, usa",1,1,1,Autism Spectrum Disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,Fusion Autism Center,(866) 610-0580,info@flautism.com,Duluth,GA,30096,www.fusionautism.com/,English;Interpreter available as needed,No Cost;Medicaid;Private Insurance,No,www.autismspeaks.org,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,-84.1770188,34.0077687,"4390 pleasant hill rd suite d, duluth, ga 30096, usa",1,1,1,Autism Spectrum Disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Fusion Autism Center,(866) 610-0580,info@flautism.com,Stockbridge,GA,30281,www.fusionautism.com/,English;Will work with Translators as needed,No Cost;Medicaid;Private Insurance,No,www.autismspeaks.org,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,-84.2309951,33.5126689,"115 n park trail suite #123, stockbridge, ga 30281, usa",1,1,1,Autism Spectrum Disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,Fusion Autism Center,(866) 610-0580,info@flautism.com,Woodstock,GA,30188,www.fusionautism.com/,English;interpreters as needed,No Cost;Medicaid;Private Insurance,No,www.autismspeaks.org,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,-84.4734149,34.086227,"3229 s cherokee ln #1400, woodstock, ga 30188, usa",1,1,1,Autism Spectrum Disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Fusion Autism Center,(866) 610-0580,info@flautism.com,Kennesaw,GA,30152,www.fusionautism.com/,English;Will work with Translators as needed,No Cost;Medicaid;Private Insurance,No,www.autismspeaks.org,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,-84.5989276,33.9920547,"1619 collins rd nw #500, kennesaw, ga 30152, usa",1,1,1,Autism Spectrum Disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
